"quasi"	"cmpcode"	"cmpdomain"
"which creates opportunity for those who work and honors those values that have made our nation so strong."	601	"6"
"Today’s workforce is independent,"	701	"7"
"wants flexibility in working conditions,"	701	"7"
"needs familyfriendly options,"	603	"6"
"and is most productive when allowed to innovate and rethink the status quo."	701	"7"
"The federal government should set an example in making those adaptations, especially in promoting portability in pension plans and health insurance."	504	"5"
"Freedom in the Workplace"	NA	NA
"The current Administration has chosen a different path with regard to labor, clinging to antiquated notions of confrontation and concentrating power in the Washington offices of union elites."	702	"7"
"It has strongly supported the antibusiness card check legislation to deny workers a secret ballot in union organizing campaigns"	702	"7"
"and, through the use of Project Labor Agreements, barred 80 percent of the construction workforce from competing for jobs in many stimulus projects."	702	"7"
"The current Administration has turned the National Labor Relations Board into a partisan advocate for Big Labor,"	702	"7"
"using threats and coercion outside the law to attack businesses"	702	"7"
"and, through “snap elections” and “micro unions,” limit the rights of workers and employers alike."	702	"7"
"We will restore the rule of law to labor law by blocking “card check,”"	702	"7"
"enacting the Secret Ballot Protection Act,"	702	"7"
"enforcing the Hobbs Act against labor violence,"	702	"7"
"and passing the Raise Act to allow all workers to receive wellearned raises without the approval of their union representative."	701	"7"
"We demand an end to the Project Labor Agreements;"	702	"7"
"and we call for repeal of the DavisBacon Act, which costs the taxpayers billions of dollars annually in artificially high wages on government projects."	702	"7"
"We support the right of States to enact RighttoWork laws"	702	"7"
"and encourage them to do so to promote greater economic liberty."	401	"4"
"Ultimately, we support the enactment of a National RighttoWork law to promote worker freedom"	702	"7"
"and to promote greater economic liberty."	401	"4"
"We will aggressively enforce the recent decision by the Supreme Court barring the use of union dues for political purposes without the consent of the worker."	702	"7"
"We salute the Republican Governors and State legislators who have saved their States from fiscal disaster by reforming their laws governing public employee unions."	702	"7"
"We urge elected officials across the country to follow their lead in order to avoid State and local defaults on their obligations and the collapse of services to the public."	702	"7"
"To safeguard the free choice of public employees, no government at any level should act as the dues collector for unions."	702	"7"
"A Republican President will protect the rights of conscience of public employees by proposing legislation to bar mandatory dues for political purposes."	702	"7"
"We The People: A Restoration of Constitutional Government"	NA	NA
"We are the party of the Constitution,"	203	"2"
"the solemn compact which confirms our Godgiven individual rights"	603	"6"
"and assures that all Americans stand equal before the law."	503	"5"
"Perhaps the greatest political document ever written, it defines the purposes and limits of government"	203	"2"
"and is the blueprint for ordered liberty that makes the U.S. the world’s freest, most stable, and most prosperous nation."	203	"2"
"Its Constitutional ideals have been emulated around the world,"	203	"2"
"and with them has come unprecedented prosperity for billions of people."	203	"2"
"In the spirit of the Constitution, we consider discrimination based on sex, race, age, religion, creed, disability, or national origin unacceptable and immoral."	503	"5"
"We will strongly enforce antidiscrimination statutes"	503	"5"
"and ask all to join us in rejecting the forces of hatred and bigotry and in denouncing all who practice or promote racism, antiSemitism, ethnic prejudice, or religious intolerance."	503	"5"
"We support efforts to help lowincome individuals get a fair chance based  on  their  potential  and  individual  merit;"	503	"5"
" but  we reject  preferences,  quotas,  and  setasides  as  the  best or  sole  methods  through  which  fairness  can  be achieved,  whether  in  government,  education,  or  corporate  boardrooms."	0	"0"
"  In  a  free  society,  the  primary role  of  government  is  to  protect  the  Godgiven,  inalienable,  inherent  rights  of  its  citizens,  including  the rights  to  life,  liberty,  and  the  pursuit  of  happiness."	201	"2"
"Merit,  ability,  aptitude,  and  results  should  be  the  factors  that  determine  advancement  in  our  society."	0	"0"
"The Republican Party includes Americans from every faith and tradition,"	305	"3"
"and our policies and positions respect the right of every American to follow his or her beliefs"	603	"6"
"and underscore our reverence for the religious freedom envisioned by the Founding Fathers of our nation and of our party."	603	"6"
"As  a  matter  of  principle,  we  oppose  the  creation  of  any new  racebased  governments  within  the  United  States."	608	"6"
"A Restoration of Constitutional Order: Congress and the Executive"	NA	NA
"We salute Republican Members of the House of Representatives for enshrining in the Rules of the House the requirement that every bill must cite the provision of the Constitution which permits its introduction."	203	"2"
"Their adherence to the Constitution stands in stark contrast to the antipathy toward the Constitution demonstrated by the current Administration and  its  Senate  allies  by  appointing   “czars”  to  evade  the  confirmation  process, "	203	"2"
